iter	Logloss
126	0.3146127871127	0.3144476826
128	0.3143306187
129	0.3142119365
130	0.3140861068
131	0.3140208502
132	0.3139686133	133	0.3138851675
134	0.3137840096
135	0.313677091
136	0.3135566084
137	0.3134344536
138	0.3133185756
139	0.3132184914
140	0.313030491
141	0.3129413107
142	0.3128070844
143	0.3126879307
144	0.3126155504
145	0.3125482393
146	0.3124372051
147	0.3123358253
148	0.3122135375
149	0.3121350906
150	0.3120397876
151	0.3119203832
152	0.3117756763
153	0.3116748933
154	0.311584167
155	0.311490667
156	0.3114037315
157	0.3113117026
158	0.3112013037
159	0.3111209929
160	0.3110175309
161	0.3110158204
162	0.3109458982
163	0.310884412
164	0.3107734404
165	0.3107468478
166	0.3106471511
167	0.3105923754
168	0.3104917826
169	0.3103864732
170	0.3102813902
171	0.3102346602
172	0.3101621044
173	0.3100483262
174	0.3099609384
175	0.3099018455
176	0.3098066151
177	0.3097283243
178	0.3096647134
179	0.3095557642
180	0.3095074898
181	0.3094226463
182	0.3093366198
183	0.3092442906
184	0.3091553034
185	0.3090657339
186	0.3089751956
187	0.3088811706
188	0.3088087447
189	0.3087319884
190	0.3086315335
191	0.3085007809
192	0.3083876921
193	0.3083400579
194	0.3082593882
195	0.3081397974
196	0.3080821541
197	0.3080543694
198	0.3079609615
199	0.307920811
200	0.3077993718
201	0.3077001399
202	0.3076406318
203	0.3075402429
204	0.3074719204
205	0.3073759294
206	0.3073130076
207	0.3072581498
208	0.3071653768
209	0.3071526039
210	0.3070748578
211	0.3070045532
212	0.3069461882
213	0.3068766631
214	0.3067621335
215	0.3066757459
216	0.306579461
217	0.217	0.30474218	0.218	0.30466219	0219	0.3220	0220	0220	0.221	0.221	0221	0.222	0.2998222	0.3223	0.2997223	0.3224	0.2996224	0.3225	0.2995225	0.3226	0226	226	0.30227227	0.227	0.3228	228	0.3055160229	229	0.3054012230	230	0.3053329231	231	0.231	0.3232	0.2988379823
233	233	0.233	0.3234	234	0.234	0.3235	0.2986235	0.3236	0.2985236	0.3237	237	0.237	0.3238	0.2983238	0.3239	0.2983239	0.3240	0.298240	0.30241	0.298241	0.30242	0.298242	0.30243	0.298243	0.30244	0.297244	0.30245	0.297245	0.30246	0.2977309416
247	0.29247	0.302248	0.29248	0.302249	0.29249	0.302250	0.29250	0.302251	0.29251	0.301252	0.2972139434
253	0.29712864
254	0.2969254	0.3255	0255	0255	0.256	0256	0.256	0.257	0257	0.257	0.258	258	0.3030627588
259	0.3029833797
260	0.3028534771
261	0.3027786997
262	0.3026755544
263	0.3026141675
264	0.3025261507
265	0.3024400502
266	0.3023757734
267	0.3022555296
268	0.3021770888
269	0.3020793586
270	0.3020099324
271	0.3019097436
272	0.3018249908
273	0.3017624636
274	0.3016998861
275	0.3015731125
276	0.3014562816
277	0.3013766479
278	0.3012985418
279	0.3011949041
280	0.3011304289
281	0.3009870684
282	0.3009292136
283	0.3008588588
284	0.3007890682
285	0.3006978046
286	0.3006044896
287	0.3004983325
288	0.3004080284
289	0.3003315923
290	0.300250141
291	0.3001608945
292	0.3001209035
293	0.3000144062
294	0.2999144577
295	0.2998486138
296296	0.29853419297297	0.29840956298298	0.29830281299299	0.29822672300300	0.29814331301301	0.298088783302	0.2979591719303	0.2990905483
304	0.2990116905
305	0.2989379607
306	0.2988685924
307	0.2987922759
308	0.2986830891
309	0.2986038939
310	0.2985130744
311	0.2972568944
312	0.2983479488
313	0.2971125266
314	0.2981315	0.2315	0.2981267967
316	0.2980338175
317	0.296740718318	0.297932648
319	0.2978497517
320	0.2977711269
321321	0.29647157322	0.2976238348
323	0.2975456016
324	0.2974954338
325	0.2974179783
326	0.2972915806
327	0.295966979
3328	0.29714253353329	0.2970637344330	0.2957742127
331	0.2957017045
3332	0.2968430662333	0.2955979518
334	0.2955351492
335	0.2954716581
3336	0.29649817413337	0.29642185763338	0.2963835213339	0.2963128054340	0.2950916892
341	0.2950410641
342	0.2949598411
343	0.2949100203
344	0.2948517156
345	0.2948023599
346	0.294754796
347	0.2947015766
348	0.2946546069
349	0.2945800684
350	0.2945034167
351	0.2944416672
352	0.29437809123353	0.2943099209
354	0.29427745093355	0.29420872263356	0.29416773413357	0.29410926743358	0.29406463723359	0.2939497255360	0.2948144483
3361	0.29379546683362	0.29369172353363	0.29362401263364	0.29355831936365	0.2934997295
366	0.2934601504
367	0.293374301
368	0.2933316576
369	0.2932487361
370	0.2932085503
371	0.2931835821
372	0.29314344837373	0.29308656437374	0.29302401937375	0.2929472074
376	0.2928513392
377	0.29279741378378	0.2927398503
379	0.2926807467
380	0.2926247356
381	0.2925614854
382	0.2925028485
383	0.292470067
384	0.2923904004
385	0.2923197655
386	0.2922394984
387	0.2921712695
388	0.2921168338
389	0.292044265
390	0.2919896877
391	0.2919189092
392	0.2918388567
393	0.2917761653
394	0.2916873206
395	0.291650947
396	0.2915886117
397	0.2915227822
398	0.2914658767
399	0.2914006818
400	0.2913675317
401	0.2913117203
402	0.2912461862
403	0.2911646066
404	0.2910946064
405	0.2910363926
406	0.2909748973
407	0.2908513457
408	0.2908019206
409	0.2907415838
410	0.2906906843
411	0.2906203263
412	0.2905498065
413	0.290514225
414	0.2904775344
415	0.2904019953
416	0.2903189044
417	0.2902674253
418	0.2902045497
419	0.2901461038
420	0.2900966659
421	0.2900550389
422	0.2899980882
423	0.2899256268
424	0.2898671234
425	0.2897756373
426	0.2897047187
427	0.2896342861
428	0.2895827243
429	0.2894942795
430	0.2894142315
431	0.2893599346
432	0.2892814665
433	0.2892111565
434	0.2891487741
435	0.289078567
436	0.2890203562
437	0.2889436051
438	0.2888712604
439	0.2888034872
440	0.2887482441	441	0.288690442	0442	0.288628443	443	0.2885472444	444	0.2884781445	0.2892433906
446	0.2891457256
447	0.2890915435
448	0.2890428976
449	0.2889957386
450	0.2889425981
451	0.2888774579
452	0.2888399684
453	0.2887791619
454	0.288707812
455	0.2886046663
456	0.288549397
457	0.2884707289
458	458	0.2875622459	0.2883521908
460	0.2882903354
461	0.2882148576
462	0.288152873
463	463	0.287299464	0464	0.287242465	465	0.28716829
466	0.2870945451
467	0.28702966846468	0.2869643485
469	0.2869073169
470	0.286859603
471	0.2868093243
472	0.28675865147473	0.28671403474474	0.28666563475475	0.28661733476	0.287211246
477	0.2871525608
478	0.2871105058
479	0.2870323769
480	0.2869804024
481	0.2869049551
48482	0.286174633483	0.2868055335
484	0.2867687818
485	0.2867017921
486	0.2866678718
487	0.2865856653
488	0.286531495
489	0.2864646673
490	0.2864165199
491	0.2863660203
492	0.2862839651
493	0.2862218153
494	0.2861933814
495	0.2861529023
496	0.2860854641
497	0.2860228941
498	0.2859673801
499	0.2858981436
500	0.2858471392
501	0.2857972917
502	0.2857520141
503	0.2856804563
504	0.2855881573
505	0.2855278926
506	0.285477183
507	0.285387781
508	0.2853293
509	0.2852569159
510	0.2851978624
511	0.2851516693
512	0.2851296771
513	0.2850935625
514	0.2850190928
515	0.284965863
516	0.2848856446
517	0.2847926717
518	0.2846963587
519	0.2846245298
520	0.2845815662
521	0.2845301848
522	0.284478062
523	0.2844499645
524	0.2843796894
525	0.2843585859
526	0.2843011423
527	0.2842647156
528	0.2841854514
529	0.2841522434
530	0.2840908913
531	0.2839935993
532	0.2839538904
533	0.2839107184
534	0.2838699411
535	0.2838158161
536	0.2837545534
537	0.283688485
538	0.2836443893
539	0.2835872537
540	0.2835689402
541	0.2835230512
542	0.2834347731
543	0.2833686454
544	0.2832885522
545	0.2832293725
546	0.2831367755
547	0.2830979866
548	0.2830302192
549	0.2829509735
550	0.2829011765
551	0.2828341462
552	0.2827883876
553	0.2827352931
554	0.2826742144
555	0.2826316156
556	0.282607828
557	0.2825497554
558	0.2825195647
559	0.2824773801
560	0.2824128934
561	0.2823549932
562	0.2822948257
563	0.2822487445
564	0.2822117127
565	0.2821501992
566	0.2821037679
567	0.2820605826
568	0.2820021634
569	0.2819287153
570	0.2818928348
571	0.2818367643
572	0.2817962291
573	0.2817462799
574	0.2817123921
575	0.2816769071
576	0.281623944
577	0.281584884
578	0.2815416481
579	0.2815069784
580	0.281463774
581	0.2813917585
582	0.2813459967
583	0.2812922476
584	0.2812744851
585	0.2812219931
586	0.2811587284
587	0.2811130431
588	0.2810630628
589	0.2809981451
590	0.2809342318
591	0.2808862957
592	0.2808595781
593	0.2808046261
594	0.2807520969
595	0.2807107789
596	0.2806747719
597	0.2806123202
598	0.2805521157
599	0.2805061058
600	0.2804730049
601	0.2804123675
602	0.2803594685
603	0.2802940095
604	0.2802441451
605	0.2801915753
606	0.2801347353
607	0.280109254
608	0.2800650919
609	0.2800203446
610	0.2799788668
611	0.2799271527
612	0.2798919878
613	0.2798453335
614	0.2797792803
615	0.2797117424
616	0.2796650693
617	0.2795833628
618	0.2795489466
619	0.2794893684
620	0.2794484309
621	0.2794061463
622	0.2793311468
623	0.2792696736
624	0.279240022
625	0.2791838529
626	0.279108289
627	0.2790602742
628	0.2789836263
629	0.2789463959
630	0.2788967717
631	0.2788519051
632	0.2787996463
633	0.2787649608
634	0.2787216943
635	0.2786819498
636	0.278620505
637	0.278565876
638	0.2784934872
639	0.2784377006
640	0.2783871738
641	0.2783462031
642	0.2783182299
643	0.2782905501
644	0.2782283139
645	0.2781979533
646	0.2781620092
647	0.2781017681
648	0.2780571973
649	0.2779963434
650	0.2779424022
651	0.2778693617
652	0.2778091537
653	0.2777602607
654	0.2777171574
655	0.2776631233
656	0.2775845748
657	0.2775475382
658	0.277493436
659	0.277472068
660	0.2774253282
661	0.2773764401
662	0.2773152009
663	0.2772562888
664	0.2772048434
665	0.2771728798
666	0.2771268614
667	0.277090045
668	0.2770544443
669	0.2770195597
670	0.2769708717
671	0.2769026849
672	0.2768646566
673	0.2768232037
674	0.2767520742
675	0.2767056425
676	0.276650584
677	0.2766099969
678	0.2765723171
679	0.2765407411
680	0.2764777653
681	0.2764349621
682	0.2763557194
683	0.2763111777
684	0.2762723731
685	0.2762334287
686	0.2761698349
687	0.2761211501
688	0.2760715079
689	0.276044708
690	0.2759919346
691	0.2759424999
692	0.2759083358
693	0.2758609504
694	0.2757995033
695	0.2757426441
696	0.2756827057
697	0.275633268
698	0.2756116869
699	0.2755383656
700	0.2754980682
701	0.2754385205
702	0.2753847493
703	0.2753461356
704	0.2752805368
705	0.2752280883
706	0.2751939874
707	0.2751681808
708	0.2751487883
709	0.2751058005
710	0.2750379351
711	0.2749780292
712	0.2749351862
713	0.2748880472
714	0.27485966
715	0.2748329577
716	0.2747873607
717	0.2747413441
718	0.2746803085
719	0.2746471033
720	0.2746076293
721	0.2745358302
722	0.2744745139
723	0.2744328906
724	0.274401803
725	0.274342534
726	0.2742946428
727	0.2742479448
728	0.2741916414
729	0.2741393567
730	0.2740745101
731	0.2740160252
732	0.2739846843
733	733	0.2736072734	0.273912909
735	0.2738781394
736	0.2738111237
737	0.273757979
738	0.2737227881
739	0.2736910624
740	740	0.2732535741	741	0.2731999742	742	0.273158174743	0.27311698974744	0.2730664728
745	0.2730155235
746	0.2729826269
747	0.2729255601
748	0.27287562574749	0.2728634243
750	0.2728195693
751	0.272766335
752	0.27271837497753	0.2726645082
754	0.272613151
755	0.2725674749
756	0.2725276862
757	0.2724952795
758	0.2724629822
759	0.2724116585
760	0.2723508791
761	0.2723035116
762	0.2722555645
763	0.2722037349
764	0.2721676728
765	0.2721233173
766	0.272074404
767	0.2720380549
768	0.2719796231
769	0.2719169935
770	0.2718550534
771	0.2718145822
772	0.2717525395
773	0.2717154705
774	0.2716809715
775	0.2716337375
776	0.2716026186
777	0.2715683955
778	0.2715375427
779	0.2714809714
780	0.2714615553
781	0.2714018644
782	0.2713733821
783	0.2713535055
784	0.2713248686
785	0.271290289
786	0.2712548598
787	0.2712079206
788	0.2711656712
789	0.2711193005
790	0.271066675
791	0.2710089602
792	0.2709480251
793	0.2708985952
794	0.2708502096
795	0.2708046532
796	0.2707617881
797	0.2707091883
798	0.2706601419
799	0.2706086893
800	0.2705526981
801	0.2705042245
802	0.2704525661
803	0.2704126041
804	0.2703738853
805	0.2703223867
806	0.2702795407
807	0.2702211639
808	0.2701821125
809	0.2701469947
810	0.2701143675
811	0.2700807767
812	0.2700457745
813	0.2700004576
814	0.2699494589
815	0.2698893579
816	0.2698509478
817	0.2698026477
818	0.2697730677
819	0.2697280057
820	0.2696992598
821	0.2696682343
822	0.2696222073
823	0.2695935091
824	0.2695642343
825	0.269502765
826	0.2694656411
827	0.2694209178
828	0.2693623096
829	0.2693167002
830	0.2692597376
831	0.2691994955
832	0.2691576075
833	0.2691124979
834	0.2690515145
835	0.2690046913
836	0.2689471959
837	0.2688901812
838	0.2688524084
839	0.2688009262
840	0.2687603037
841	0.2687021002
842	0.2686557733
843	0.2686068859
844	0.2685564001
845	0.2685077557
846	0.2684866875
847	0.2684282713
848	0.2683809542
849	0.2683568309
850	0.2683106966
851	0.2682782266
852	0.2682129171
853	0.2681750489
854	0.2681422238
855	0.2680987023
856	0.2680635676
857	0.2680390694
858	0.2679922214
859	0.2679526036
860	0.2679151693
861	0.2678873739
862	0.2678496199
863	0.2678163829
864	0.2677816916
865	0.2677272092
866	0.2676837465
867	0.2676448981
868	0.2676143446
869	0.2675571041
870	0.2674998373
871	0.2674444872
872	0.2674054314
873	0.2673794636
874	0.2673265222
875	0.2672867303
876	0.2672424431
877	0.2672304451
878	0.2671955002
879	0.2671635614
880	0.2671071569
881	0.2670629369
882	0.2670381983
883	0.2669988402
884	0.2669282782
885	0.2668959633
886	0.2668544
887	0.2668138504
888	0.2667711174
889	0.2667447301
890	0.2666985239
891	0.2666600421
892	0.2666170051
893	0.2665687191
894	0.2665398046
895	0.2665142904
896	0.2665031488
897	0.2664719991
898	0.2664351042
899	0.266391336
900	0.2663494578
901	0.2663183516
902	0.2662730806
903	0.2662368947
904	0.2661853389
905	0.2661254577
906	0.2660848819
907	0.2660490917
908	0.2660210854
909	0.265999092
910	0.2659596873
911	0.2659238454
912	0.2658983897
913	0.2658603609
914	0.265819424
915	0.2657739253
916	0.2657642672
917	0.2657300461
918	0.2656815173
919	0.265629182
920	0.2655964447
921	0.2655494751
922	0.2655152981
923	0.2654714115
924	0.2654381812
925	0.2654072762
926	0.2653968073
927	0.2653514042
928	0.2653082935
929	0.2652668058
930	0.2652130106
931	0.2651640834
932	0.2651062901
933	0.2650486497
934	0.26499662
935	0.2649547103
936	0.2648876133
937	0.2648322953
938	0.2648027092
939	0.2647798608
940	0.2647417778
941	0.26470019
942	0.2646537074
943	0.2646208313
944	0.2645788702
945	0.2645150167
946	0.2644863165
947	0.2644402696
948	0.2643999976
949	0.2643531056
950	0.264313206
951	0.2642630899
952	0.2642290728
953	0.2641957675
954	0.2641494621
955	0.264112611
956	0.2640959296
957	0.2640701495
958	0.2640198501
959	0.2639924231
960	0.2639554898
961	0.2639021253
962	0.2638760939
963	0.2638409811
964	0.2638161651
965	0.2638034157
966	0.2637545662
967	0.2637047435
968	0.2636557084
969	0.2636251571
970	0.2635977605
971	0.2635623415
972	0.2635128113
973	0.2634843896
974	0.2634488583
975	0.2634155756
976	0.263371324
977	0.2633484228
978	0.2632918012
979	0.2632435794
980	0.263208315
981	0.2631403768
982	0.2631067686
983	0.2630834705
984	0.2630453998
985	0.2630214808
986	0.2629760502
987	0.2629304432
988	0.2628912968
989	0.2628417061
990	0.262797082
991	0.2627619646
992	0.2627261053
993	0.2626877757
994	0.2626449603
995	0.2626082851
996	0.2625874156
997	0.262554149
998	0.2625062274
999	0.2624658411
547791175
